key;en-GROUP;de-DE-x-DE text
kids.gdpr.privacy.consent.subtitle;;Um Empfehlungen zu sehen, ist Deine Zustimmung erforderlich
kids.gdpr.privacy.consent.subtitle.part2;;Deine Auswahl gilt für alle Profile
kids.gdpr.privacy.consent.title;;Einwilligungserklärung
kids.gdpr.privacy.default.consent;;Sollte der Standard-Hinweis sein ( version 0 ):<br/><br/>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean sagittis dignissim metus nec scelerisque. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam vulputate tempus risus, vel dignissim leo sodales id. Morbi eu arcu ligula. Suspendisse sed leo placerat, cursus ligula ac, consequat leo. Vestibulum vehicula vel dolor ut consequat. Curabitur vel justo justo. Vestibulum urna quam, fringilla in elit mollis, porta vestibulum odio. Vestibulum pretium dolor pharetra, euismod odio at, dictum felis. Curabitur pulvinar imperdiet ornare. Vivamus ac venenatis nulla, vel scelerisque quam. Maecenas venenatis ultrices felis et hendrerit. Nunc magna orci, suscipit a justo dictum, ornare consectetur tortor. Ut lobortis fermentum rutrum.<br/><br/>Nullam enim lacus, consequat et purus id, hendrerit faucibus massa. Sed tempor, mauris sed faucibus sodales, risus lorem tempus dolor, eget posuere dolor eros a tortor. Sed vestibulum eros eu ornare dignissim. Fusce tristique lectus mattis metus feugiat, sed dignissim dui pharetra. Cras diam turpis, finibus sed lorem ac, interdum ullamcorper massa. Ut tempus suscipit leo, at gravida metus pretium ac. Sed vestibulum vulputate turpis, vitae auctor nulla sagittis non. Cras vitae quam nec nisi imperdiet dictum in at arcu. Morbi in tempor massa. Duis efficitur nec magna et cursus. Ut ultrices, felis id dictum posuere, tortor felis fermentum urna, eu porta orci massa ut mi. Sed ut aliquam diam, a tristique ligula.<br/><br/>Aliquam justo sapien, egestas sed feugiat a, dignissim non justo. Ut vitae neque vel magna efficitur consectetur. Sed rhoncus neque euismod arcu varius, sed rutrum ex ullamcorper. Aenean lacus nisl, interdum vitae efficitur quis, facilisis id nunc. Nulla hendrerit dignissim orci. Curabitur fringilla, dui nec gravida vestibulum, ex ligula finibus ipsum, et malesuada ante est id ligula. Suspendisse vitae diam quam. Duis quis cursus orci, id hendrerit magna. Maecenas lacus sem, lobortis quis massa non, ornare condimentum lectus. Nam vitae sagittis diam. Suspendisse potenti.<br/><br/>Quisque vitae posuere metus. Etiam cursus nisl eleifend erat placerat gravida. Donec id nibh sem. Integer maximus sapien et ex malesuada posuere. Vestibulum interdum ex elementum volutpat feugiat. Suspendisse nec tincidunt libero. Phasellus fermentum posuere mauris, in faucibus libero malesuada quis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Interdum et malesuada fames ac ante ipsum primis in faucibus. Suspendisse at finibus ligula.<br/><br/>Pellentesque euismod urna sed ante ultrices, sed dapibus nisi porta. Mauris faucibus tempus rutrum. Aliquam placerat, risus vitae rutrum faucibus, lectus lectus bibendum libero, eu iaculis metus massa in libero. Nulla at leo semper, euismod augue id, tempor turpis. Nulla viverra, tellus ut porttitor laoreet, arcu tortor faucibus ipsum, et condimentum nibh felis sed eros. Duis pretium arcu ligula, vitae accumsan metus pretium a. Praesent tellus tortor, interdum quis massa ut, tincidunt vehicula lectus.
kids.gdpr.privacy.default.notice;;Sollte der Standard-Hinweis sein ( version 0 ):<br/><br/>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aenean sagittis dignissim metus nec scelerisque. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam vulputate tempus risus, vel dignissim leo sodales id. Morbi eu arcu ligula. Suspendisse sed leo placerat, cursus ligula ac, consequat leo. Vestibulum vehicula vel dolor ut consequat. Curabitur vel justo justo. Vestibulum urna quam, fringilla in elit mollis, porta vestibulum odio. Vestibulum pretium dolor pharetra, euismod odio at, dictum felis. Curabitur pulvinar imperdiet ornare. Vivamus ac venenatis nulla, vel scelerisque quam. Maecenas venenatis ultrices felis et hendrerit. Nunc magna orci, suscipit a justo dictum, ornare consectetur tortor. Ut lobortis fermentum rutrum.<br/><br/>Nullam enim lacus, consequat et purus id, hendrerit faucibus massa. Sed tempor, mauris sed faucibus sodales, risus lorem tempus dolor, eget posuere dolor eros a tortor. Sed vestibulum eros eu ornare dignissim. Fusce tristique lectus mattis metus feugiat, sed dignissim dui pharetra. Cras diam turpis, finibus sed lorem ac, interdum ullamcorper massa. Ut tempus suscipit leo, at gravida metus pretium ac. Sed vestibulum vulputate turpis, vitae auctor nulla sagittis non. Cras vitae quam nec nisi imperdiet dictum in at arcu. Morbi in tempor massa. Duis efficitur nec magna et cursus. Ut ultrices, felis id dictum posuere, tortor felis fermentum urna, eu porta orci massa ut mi. Sed ut aliquam diam, a tristique ligula.<br/><br/>Aliquam justo sapien, egestas sed feugiat a, dignissim non justo. Ut vitae neque vel magna efficitur consectetur. Sed rhoncus neque euismod arcu varius, sed rutrum ex ullamcorper. Aenean lacus nisl, interdum vitae efficitur quis, facilisis id nunc. Nulla hendrerit dignissim orci. Curabitur fringilla, dui nec gravida vestibulum, ex ligula finibus ipsum, et malesuada ante est id ligula. Suspendisse vitae diam quam. Duis quis cursus orci, id hendrerit magna. Maecenas lacus sem, lobortis quis massa non, ornare condimentum lectus. Nam vitae sagittis diam. Suspendisse potenti.<br/><br/>Quisque vitae posuere metus. Etiam cursus nisl eleifend erat placerat gravida. Donec id nibh sem. Integer maximus sapien et ex malesuada posuere. Vestibulum interdum ex elementum volutpat feugiat. Suspendisse nec tincidunt libero. Phasellus fermentum posuere mauris, in faucibus libero malesuada quis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos himenaeos. Interdum et malesuada fames ac ante ipsum primis in faucibus. Suspendisse at finibus ligula.<br/><br/>Pellentesque euismod urna sed ante ultrices, sed dapibus nisi porta. Mauris faucibus tempus rutrum. Aliquam placerat, risus vitae rutrum faucibus, lectus lectus bibendum libero, eu iaculis metus massa in libero. Nulla at leo semper, euismod augue id, tempor turpis. Nulla viverra, tellus ut porttitor laoreet, arcu tortor faucibus ipsum, et condimentum nibh felis sed eros. Duis pretium arcu ligula, vitae accumsan metus pretium a. Praesent tellus tortor, interdum quis massa ut, tincidunt vehicula lectus.
kids.gdpr.privacy.notice.title;;Datenschutzerklärung
kids.languages.turnedOff;;Deaktiviert
kids.languages.turnedOn;;Aktiviert
kids.menu;;Menü
kids.menu.episode;;Folge
kids.menu.season;;Staffel
kids.notForKids.changeChannel;;Um weitere Kinderprogramme zu sehen, gehe zu einem anderen Sender oder zurück ins Menü.
kids.notForKids.showNotForKids;;Diese Sendung ist nicht für Kinder.
kids.notification.incorrect.configuration.description;;
kids.notification.network.offline.subtitle;;Ein Netzwerkfehler liegt vor
kids.notification.network.offline.title;;Netzwerkfehler
kids.notification.noContent.message;;Es ist kein Inhalt verfügbar
kids.notification.noContent.subtitle;;Kein Kids-Inhalt
kids.notification.noContent.title;;Kein Inhalt
kids.notification.player.error.subtitle;;Wiedergabefehler
kids.notification.player.error.title;;Wiedergabefehler
kids.pinEntry.accessProfile;;Profil bearbeiten
kids.pinEntry.approveProfile;;Profil freigeben
kids.pinEntry.deleteProfile;;%1s Profil löschen
kids.pinEntry.enterSettings;;Zu den Einstellungen
kids.pinEntry.exit;;Kids TV verlassen
kids.pinEntry.help.defaultPin;;Der voreingestellte Master-PIN lautet 0000
kids.pinEntry.help.details;;Mit Deiner Jugendschutz-PIN kannst du Bestellungen<br/> bestätigen, bezahlen und alle Einstellungen verändern.<br/><br/><br/>Außerdem kannst Du mit ihr den Jugendschutz anpassen.<br/><br/><br/>Wenn Du die PIN vergessen hast, kannst Du sie online unter https://kabel.vodafone.de/hilfe_und_service/geraete/meinegeraete zurücksetzen
kids.pinEntry.help.whats;;Was ist eine Master-PIN?
kids.pinEntry.title;;Bitte PIN eingeben
kids.player.back;;Zurück
kids.player.info;;Info
kids.player.retry;;Erneut versuchen
kids.player.setCountdown;;Timer einrichten
kids.playerError;;Wiedergabefehler
kids.profileSelection.addProfile;;Profil hinzufügen
kids.profileSelection.aged;;%1 Jahre
kids.profileSelection.bedtimeStartedSince;;Gute-Nacht-Zeit hat vor %1 begonnen
kids.profileSelection.bedtimeStartedSince.atLeastTwoHours;;Die Schlafenszeit begann vor %1 Stunden
kids.profileSelection.bedtimeStartedSince.betweenOneHourAndTwoHours;;Die Schlafenszeit begann vor 1 Stunde und %1 Minute(n)
kids.profileSelection.bedtimeStartedSince.lessThanOneHour;;Die Schlafenszeit begann vor %1 Minute(n)
kids.profileSelection.countdownFinishedSince;;Timer endete vor %1
kids.profileSelection.settings;;Einstellungen
kids.profileSelection.unconfirmed;;Nicht bestätigt
kids.profiles;;Profile
kids.programInfo.audioDescription;;Audiodeskription
kids.programInfo.language;;Sprache
kids.programInfo.subtitles;;Untertitel
kids.settings;;Jugendschutz
kids.settings.bedtime;;Gute-Nacht-Zeit
kids.settings.bedtime.from;;Von
kids.settings.bedtime.setBedtime;;Gute-Nacht-Zeit einrichten
kids.settings.bedtime.setTime;;Zeit einstellen
kids.settings.bedtime.to;;Bis
kids.settings.changeAge;;Alter ändern
kids.settings.changeAvatar;;Avatar ändern
kids.settings.changeName;;Name ändern
kids.settings.content.preferredLanguage;;Bevorzugte Sprache
kids.settings.contentSettings;;Inhalte anpassen
kids.settings.delete;;Löschen
kids.settings.deleteProfile;;Profil löschen
kids.settings.editProfile;;Profil bearbeiten
kids.settings.help;;Hilfe
kids.settings.pinRequest;;PIN-Abfrage
kids.settings.privacy;;Datenschutz
kids.settings.showVideos;;Intro-Video abspielen
kids.settings.subtitle.askForPin;;PIN abfragen
kids.settings.subtitle.deleteProfile.part1;;Willst Du wirklich
kids.settings.subtitle.deleteProfile.part2;;%1s Profil löschen?
kids.settings.timeManagement;;Zeitmanagement
kids.tick.dontShowAgain;;Nicht erneut anzeigen
kids.timeOver.addMoreTime;;Mehr Zeit hinzufügen
kids.timeOver.exit;;Kids TV verlassen
kids.timeOver.takeABreak;;Zeit für eine Pause!
kids.timeOver.wakeup;;Aufwachen
kids.turnOff;;Deaktivieren
kids.turnOn;;Aktivieren
kids.turnedOff;;Deaktiviert
kids.turnedOn;;Aktiviert
kids.update.gdpr.privacy.consent.subtitle;;Stimme den Richtlinien zu, um Empfehlungen zu nutzen.
kids.update.gdpr.privacy.consent.subtitle.part2;;Deine Auswahl gilt für alle Profile
kids.update.gdpr.privacy.consent.title;;Datenschutzerklärung aktualisiert
kids.update.gdpr.privacy.notice.subtitle;;Bitte lies das Folgende und wähle Fortfahren, um GigaTV weiter zu benutzen.
kids.update.gdpr.privacy.notice.title;;Geänderte Datenschutzerklärung
language.afr;;Afrikaans
language.ang;;Altenglisch (ca. 450 – 1100)
language.ara;;Arabisch
language.auto;;Automatisch
language.ces;;Tschechisch
language.chi;;Chinesisch
language.dan;;Dänisch
language.de-DE;;Deutsch (DE)
language.dut;;Niederländisch
language.ell;;Griechisch
language.en-GB;;Englisch (GB)
language.en-US;;Englisch (US)
language.es-ES;;Spanisch (ES)
language.fas;;Persisch
language.fin;;Finnisch
language.grc;;Griechisch
language.gsw;;Schweizerdeutsch
language.heb;;Hebräisch
language.hin;;Hindi
language.hun;;Ungarisch
language.isl;;Isländisch
language.it-IT;;
language.jap;;Japanisch
language.jpn;;Japanisch
language.kaz;;Kasachisch
language.kor;;Koreanisch
language.lav;;Lettisch
language.mao;;Maorische Sprache
language.mri;;Maorische Sprache
language.mul;;Originalsprache
language.nld;;Niederländisch
language.nor;;Norwegisch
language.per;;Persisch
language.pol;;Polnisch
language.por;;Portugiesisch
language.prt;;Portugiesisch
language.pt-BR;;Portugiesisch (BR)
language.pt-PT;;Portugiesisch (PT)
language.qaa;;Originalsprache
language.ron;;Rumänisch
language.rus;;Russisch
language.slk;;Slowakisch
language.slv;;Slowenisch
language.sqi;;Albanisch
language.ukr;;Ukrainisch
language.zho;;Chinesisch
mainMenu.kids;;Kids
mainMenu.mediaLibrary;;Mediatheken
mainMenu.onTv.title;;Jetzt im TV
mainMenu.recordings;;Aufnahmen
mainMenu.topBar.search;;Suche nach Filmen, Schauspielern, Serien...
mainMenu.tvGuide.subscribeNow;;Jetzt abonnieren
mainMenu.tvGuide.watch;;Ansehen
maintenance.description;;GigaTV wird gerade aktualisiert. Das kann einige Minuten dauern. Schalte die Box bitte nicht aus und halte sie online bis der Vorgang beendet ist
maintenance.title;;Update wird durchgeführt...
miniProgramInfo.showMore;;Mehr Infos
myApps.Shortcut.Add;;Zu meinen Apps hinzufügen
myApps.Shortcut.Manage;;Verwalten
myApps.add.info;;Wähle einen oder mehrere Apps, die Du hinzufügen willst
myApps.add.title;;Zu meinen Apps hinzufügen
myApps.delete.info;;Wähle die Apps, die Du entfernen möchtest
myApps.delete.title;;Von meinen Apps entfernen
myApps.manage.favorite;;Meine Apps - Favoriten
myApps.manage.info.favorite;;Durchsuche und verwalte Deine Lieblings-Apps
myApps.manage.info.favorite.number;;%1 Apps
myApps.manage.info.recent;;Zeigt bis zu 20 bisher genutzte Apps an
myApps.manage.info.recent.number;;Bisher keine Apps genutzt
myApps.manage.recent;;Meine Apps - Vor kurzem genutzt
myApps.manage.title;;Meine Apps
myApps.reorder.info.default;;Wähle die App aus, die Du verschieben willst
myApps.reorder.info.reorderMode;;Mit links und rechts kannst Du die App verschieben wohin Du willst. Drücke OK, um sie zu platzieren
myApps.reorder.title;;Sortiere meine Apps um
mytv.external.myTVRecommendations;;Empfehlungen für dich
mytv.kaltura.Adults;;Gesperrte Programme
mytv.recommendations;;Empfehlungen
mytv.recommended;;Empfehlungen
mytv.recordings.all.lastMonth;;Letzter Monat
mytv.recordings.all.lastWeek;;Letzte Woche
mytv.recordings.all.month;;Dieser Monat
mytv.recordings.all.older;;Älter
mytv.recordings.all.week;;Diese Woche
mytv.recordings.cloud.future;;Läuft später ab
mytv.recordings.cloud.month;;Läuft diesen Monat ab
mytv.recordings.cloud.never;;Kein Ablaufdatum
mytv.recordings.cloud.nextMonth;;Läuft nächsten Monat ab
mytv.recordings.cloud.nextWeek;;Läuft nächste Woche ab
mytv.recordings.cloud.week;;Läuft diese Woche ab
mytv.recordings.cloud.year;;Läuft dieses Jahr ab
mytv.recordings.failed.lastMonth;;Letzter Monat
mytv.recordings.failed.lastWeek;;Letzte Woche
mytv.recordings.failed.month;;Dieser Monat
mytv.recordings.failed.week;;Diese Woche
mytv.recordings.local.hd;;HD
mytv.recordings.local.lastMonth;;Letzter Monat
mytv.recordings.local.lastWeek;;Letzte Woche
mytv.recordings.local.month;;Diesen Monat
mytv.recordings.local.older;;Ältere
mytv.recordings.local.other;;Andere
mytv.recordings.local.sd;;SD
mytv.recordings.local.uhd;;4K
mytv.recordings.local.week;;Diese Woche
mytv.recordings.month;;Diesen Monat
mytv.recordings.nextWeek;;Nächste Woche
mytv.recordings.older;;Ältere Aufnahmen
mytv.recordings.scheduledRecordings.clashes;;Aufnahmekonflikte
mytv.recordings.scheduledRecordings.series;;Serienaufnahme
mytv.recordings.scheduledRecordings.single;;Einzelaufnahmen
mytv.recordings.soon;;Läuft demnächst ab
mytv.recordings.unwatched.lastMonth;;Letzter Monat
mytv.recordings.unwatched.lastWeek;;Letzte Woche
mytv.recordings.unwatched.month;;Dieser Monat
mytv.recordings.unwatched.week;;Diese Woche
mytv.recordings.week;;Diese Woche
mytvRecommendations1;;Fortsetzen
mytvRecommendations2;;Empfehlungen für dich
nagra.information.authNToken;;AuthNToken
nagra.information.cakVersion;;CAK Version
nagra.information.chipset.revision;;Chipset Revision
nagra.information.chipset.type;;Chipset Type
nagra.information.dasSDKVersion;;
nagra.information.irdsn;;IRDSN
nagra.information.lastAuthNTokenDate;;Letzte AuthN-Token-Aktualisierung
nagra.information.lastConnectionsToOTT;;Letzte Verbindungen zu OTT
nagra.information.lastEntitlement;;Datum der letzten Berechtigung
nagra.information.lastLicenceUpdate;;Letzte Aktualisierung der Lizenzen
nagra.information.lastProvision;;Letzter Bereitstellungstermin
nagra.information.nc.OpVaultTimestamp;;Op Vault Zeitstempel
nagra.information.nc.deviceUniqueId;;Individuelle Geräte-Kennung
nagra.information.nc.initStatus;;Initialisierungs-Status
nagra.information.nc.integrationContextCertificateName;;Zertifikats-Name
nagra.information.nc.integrationContextCertificateOperatorId;;Zertifikats-Betreiber-Kennung
nagra.information.nc.integrationContextCertificatePlatform;;Zertifikats-Plattform
nagra.information.nc.integrationContextCertificateSecurityLevel;;Zertifikats-Sicherheitsstufe
nagra.information.nc.integrationContextCertificateType;;Zertifikats-Typ
nagra.information.nc.nuid;;NUID
nagra.information.nc.prmaVersion;;PRMA-Version
nagra.information.nc.prmcVersion;;PRMC-Version
nagra.information.nuid;;NUID
nagra.information.projectInfo;;Projektinformation
nagra.popups.connectionLost;;Verbindungsproblem der GigaTV Box
nagra.popups.defaultError;;Sender nicht abonniert
nagra.popups.suspended;;GigaTV Box deaktiviert
nagra.popups.uninitialized;;GigaTV Box nicht initialisiert
nagra.popups.unsubscribed;;Sender nicht abonniert
network.wifi.band.unit;;GHz
network.wifi.quality.good;;Beste Verbindung
network.wifi.quality.incompatible;;Schlechte Verbindung
network.wifi.quality.sufficient;;Verbindung ausreichend
networkAccessValidation.defaultErrorMessage;;Ungültiger Netzwerk-Zugriff. Verbinde Deine GigaTV Box mit dem Breitband-Netzwerk und versuche es erneut
notification.HDCPError.description;;HDCP Fehlerbeschreibung
notification.HDCPError.title;;HDCP Fehler
notification.adultProgram.hidden.description;;Jugendschutz anpassen, um diese Sendung anzusehen
notification.adultProgram.hidden.title;;Diese Sendung ist ausgeblendet
notification.alexa.alert.description;;Sag einfach „Alexa, Stopp“ zum Beenden
notification.alexa.alert.title;;Alexa Alarm
notification.alexa.alexaNumberOfNotification.title;;Du hast eine Alexa Benachrichtigung 
notification.alexa.apps.notAvailable;;
notification.alexa.apps.wrongContext;;Die Mediensteuerung innerhalb von Drittanbieter-Apps ist noch nicht möglich
notification.alexa.listenToNotification.description;;Sag einfach „Benachrichtigungen anhören“, um mehr zu hören
notification.alexa.pressingVoiceButton.description;;Drücke die Mikrofon-Taste und sag „Benachrichtigungen anhören“, um mehr zu hören
notification.alexaAction.disabledInsideApps;;Die Sprachsteuerung ist leider nicht verfügbar bei Nutzung der Apps von Drittanbietern
notification.app.cts.token.error;;
notification.app.gdpr.disagree;;Bitte gehen Sie zu den Einstellungen und ändern Sie Ihre Datenschutz-Einstellungen
notification.app.notSubscribed;;Sie haben diesen Dienst nicht abonniert
notification.automaticRecordings.channelDisabled;;Aktiviere Automatische Aufnahmen für diesen Sender, um diese Inhalte anzusehen.
notification.backend.error;;SC402: Der Server meldet einen Fehler. Versuche es später erneut!
notification.bleRemotePairing.failed;;Es konnte keine Verbindung zur Fernbedienung hergestellt werden
notification.bleRemotePairing.info;;Um die Sprachsteuerung zu aktivieren, halte auf Deiner Fernbedienung gleichzeitig den gelben Knopf und die Nummerntaste [3] fünf Sekunden lang gedrückt
notification.bleRemotePairing.success;;Die Fernbedienung ist nun verbunden und kann auch zur Sprachsteuerung verwendet werden
notification.bluetooth.connected;;Bluetooth verbunden
notification.bluetooth.disconnected;;Bluetooth getrennt
notification.bluetooth.fail;;Kopplung fehlgeschlagen
notification.bluetooth.multiple.remove.subtitle;;%1 Geräte erfolgreich entfernt
notification.bluetooth.noDevice;;Kein neues Gerät gefunden
notification.bluetooth.rcu.connected;;Die Fernbedienung ist nun über Bluetooth verbunden
notification.bluetooth.remove;;Bluetooth-Geräte entfernen
notification.bluetooth.remove.subtitle;; Erfolgreich entfernt
notification.bluetooth.success;;Erfolgreich hinzugefügt
notification.bluetooth.unsupportedRcu.description;;Die Software-Version der Fernbedienung ist nicht korrekt
notification.bluetooth.unsupportedRcu.title;;Fernbedienung wird nicht unterstützt
notification.buy.notPossible;;
notification.channel.liveApp;;Drücke HINAUF oder HINUNTER, um die %1-App zu erreichen.
notification.channel.liveApp.redButton;;Drücke den roten Knopf, um %1 zu starten.
notification.drmUnavailable.description;;Nagra ist noch nicht bereit
notification.drmUnavailable.title;;DRM nicht erreichbar
notification.episode.past;;Diese Folge ist bald in deinen Aufnahmen verfügbar
notification.episode.scheduled;;Aufnahme geplant
notification.episode.scheduledNew;;Serienaufnahme %1 wurde programmiert
notification.episode.start;;Aufnahme läuft
notification.folder.confirm;;OK
notification.frequentlyAskedQuestions.fetch.error;;Die FAQ können nicht angezeigt werden.
notification.mcast.insufficient.bandwidth;;
notification.network.fallback;;Die neuen Konfigurationen sind leider nicht gültig. Versuche es bitte nochmal oder drücke Zurück, um sie rückgängig zu machen und die vorherigen Konfigurationen beizubehalten
notification.network.fallback.Id;;ID %1
notification.network.noMuMimoEnabled;;
notification.network.notEnoughBandwidth;;Aufgrund zu geringer WLAN-Bandbreite kann es zu Quälitätsverlusten kommen. Um dieses Problem zu beheben, wähle ein neues Netzwerk, unter Einstellungen > Weitere Einstellungen > Netzwerk
notification.offline.error;;Deine GigaTV Box ist im Offline-Modus
notification.player.blackout.message1;;Dieses Programm kann aufgrund einer Rechtebeschränkung nicht angezeigt werden. Versuche es später erneut.
notification.player.blackout.message2;;Dieses Programm kann aufgrund einer Rechtebeschränkung nicht angezeigt werden. Versuche es später erneut.
notification.player.concurrent;;Diese Sendung wird bereits auf der maximal erlaubten Anzahl von Geräten wiedergegeben.
notification.player.noRights;;SB003: Entweder versuchst Du auf mehr als zwei Geräten zuzugreifen oder Du hast kein Abo.
notification.ppv.success;;Erfolgreich gekauft
notification.privacy.fail.description;;Bitte versuche es später erneut!
notification.privacy.fail.title;;Fehler in Verbindung mit dem Datenschutz
notification.programInfo.failure;;SM010: Es ist ein Fehler aufgetreten. Die Programminformation kann nicht angezeigt werden.
notification.programInfo.purchase.disclaimer;;Dein Kauf beginnt nach der PIN-Eingabe und kann danach nicht mehr storniert werden
notification.programInfo.recording.noChannel;;Diese Aufnahme gehört zu keinem Sender.
notification.programInfo.rental.days.disclaimer;;Deine %1-tägige Ausleihe beginnt nach der PIN-Eingabe und kann danach nicht mehr storniert werden
notification.programInfo.rental.hour.disclaimer;;Deine %1-stündige Ausleihe beginnt nach der PIN-Eingabe und kann danach nicht mehr storniert werden
notification.programInfo.rental.hours.disclaimer;;Die Leihdauer beträgt 2 Tage und beginnt sofort. Mit der Bestellung stimmst Du der Ausführung des Vertrages vor Ablauf der Widerrufsfrist ausdrücklich zu. Das Widerrufsrecht erlischt mit Beginn der Ausführung des Vertrags. Die Abrechnung erfolgt über Deine Vodafone Rechnung. Preis inkl. MwSt.
notification.programInfo.rental.month.disclaimer;;Deine %1-monatige Ausleihe beginnt nach der PIN-Eingabe und kann danach nicht mehr storniert werden
notification.programInfo.rental.months.disclaimer;;Deine %1-monatige Ausleihe beginnt nach der PIN-Eingabe und kann danach nicht mehr storniert werden
notification.programInfo.subscribe.disclaimer;;Dein Abo beginnt nach der PIN-Eingabe
notification.recommendations.disabled;;Empfehlungen wurden für dich deaktiviert.
notification.recommendations.enabled;;Empfehlungen wurden für dich aktiviert.
notification.recommendationsOptIn;;Um sie wieder zu deaktivieren, gehe zu Einstellungen > Inhalte.
notification.recommendationsOptOut;;Um sie wieder zu aktivieren, gehe zu Einstellungen > Inhalte.
notification.recording.cancel.failed;;Leider konnte Deine Aufnahme nicht abgebrochen werden. Versuche es bitte später erneut
notification.recording.clash.multiple;;Es wurden mehrere Aufnahmekonflikte gefunden.
notification.recording.clash.multiple.description;;Zur Konfliktbehebung drücke %1 auf der Fernbedienung, um zu Mein TV / Geplante Aufnahmen zu gelangen
notification.recording.clash.resolve;;Aufnahmekonflikt behoben
notification.recording.clash.resolve.description;;Behobener Aufnahmekonflikt
notification.recording.clash.single;;Aufnahmekonflikt gefunden
notification.recording.clash.single.description;;Zur Konfliktbehebung drücke %1 auf der Fernbedienung, um zu Mein TV / Geplante Aufnahmen zu gelangen
notification.recording.delete.failed;;Leider konnte Deine Aufnahme nicht gelöscht werden. Versuche es bitte später erneut
notification.recording.description.deleteRecordings;;Es wurden %1 Aufnahmen gelöscht.
notification.recording.fullCloudProtection;;Zu viele geschützte Cloud-Aufnahmen
notification.recording.fullLocalProtection;;Zu viele lokal geschützte Aufnahmen
notification.recording.fullProtectionTitle;;Aufnahme kann nicht geschützt werden
notification.recording.localNotPossible;;Verbinde bitte Deine lokale Festplatte, um die Aufnahme zu programmieren
notification.recording.past;;Inhalte sind bald in deinen Aufnahmen verfügbar
notification.recording.scheduledNew;;Aufnahme %1 wurde programmiert
notification.recording.title.delete;;Aufnahmen löschen 
notification.recordings.update;;Aktualisieren von GigaTV
notification.remoteBooking.hddConnected.title;;
notification.remoteDiagnostics.speedTest.ongoing;;Der Speedtest läuft gerade. Bitte warten...
notification.remotePairing.timeout;;Kopplung leider fehlgeschlagen. Versuche es bitte nochmal, indem Du die Mikrofon-Taste auf Deiner Fernbedienung drückst
notification.rent.notPossible;;
notification.rollingBuffer.description;;
notification.rollingBuffer.title;;
notification.search.characterLimit.description;;
notification.search.characterLimit.title;;
notification.search.fail.description;;Es kam zu einem Fehler beim Laden der Inhalte
notification.search.fail.title;;Suchfehler
notification.seriesInfo.fetchDataFailed;;SM011: Es können nicht alle verfügbaren Folgen angezeigt werden. Überprüfe bitte Deine Internetverbindung
notification.seriesInfo.missingMetadata;;Fehlende Serienkennung. Programminformation kann nicht angezeigt werden.
notification.seriesRecording.alreadyScheduled;;Die Aufnahme ist bereits programmiert. Drücke OK für mehr Aufnahme-Optionen
notification.seriesRecording.past;;Alle bisherigen Folgen sind bald in deinen Aufnahmen verfügbar
notification.seriesRecording.pastNew;;Vorherige Folgen findest Du später in Deinen Aufnahmen
notification.soundbox.audio.off;;Audio-Wiedergabe deaktiviert
notification.soundbox.audio.stb;;Audio-Wiedergabe für GigaTV Box aktiviert
notification.soundbox.audio.tv;;Audio-Wiedergabe für TV aktiviert
notification.soundbox.connected;;%1 verbunden
notification.soundbox.description;;Um anzupassen, gehe zu Einstellungen / Verbundene Geräte / Sprachassistenten.
notification.soundbox.disconnected;;Verbindung getrennt
notification.subscribe.notPossible;;
notification.subscription.success;;Erfolgreich abonniert
notification.timeout.error;;SC401: Datenabruf abgelaufen. Überprüfe die Internetverbindung Deines Routers.
notification.trickMode.notAllowed;;Dieser Befehl ist auf Wunsch des Senders für diese Sendung untersagt
notification.vodafoneNetworkLost.description;;Du musst mit Deinem Vodafone Netzwerk verbunden sein, um alle GigaTV Funktionen nutzen zu können
notification.vodafoneNetworkLost.title;;Verbindung zum Vodafone Netzwerk unterbrochen
notification.voiceAction.appNonExistent;;Diese App unterstützt keine Sprachsteuerung
notification.voiceAction.appNotAvailable;;Diese App ist nicht verfügbar.
notification.voiceAction.areaNonExistent;;Das können wir nicht anzeigen, es existiert nicht!
notification.voiceAction.genericError;;Es ist etwas schief gegangen, bitte versuche es erneut.
notification.voiceAction.keyPressedTooShort;;Deine Eingabe wurde nicht verstanden. Bitte drücke den Sprach-Knopf länger und wiederhole deine Eingabe
notification.voiceAction.kids.profileNotSelected;;Du musst ein Profil auswählen, um die Spracheingabe nutzen zu können
notification.voiceAction.kids.screenNotAllowed;;Gehe zum Menü, um die Spracheingabe zu benützen.
notification.voiceAction.misunderstanding;;Deine Eingabe wurde nicht verstanden. Bitte versuche es erneut
notification.voiceAction.noChannel;;Sender %1 existiert nicht.
notification.voiceAction.noChannelError;;Dieser Sender existiert nicht.
notification.voiceAction.noChannelNumber;;Diese Sendernummer existiert nicht.
notification.voiceAction.noResults;;Es wurde nichts gefunden. Bitte versuche es erneut!
notification.voiceAction.notAllowedContent;;Leider kann der dieser Inhalt aufgrund fehlender Berechtigungen nicht wiedergegeben werden.
notification.voiceAction.notAllowedInApp;;Aktion nicht möglich mit dieser App
