key,en-GROUP,pt-PT-x-PT text
sdk7.programInfo.actionButtons.wishlist.remove,,Remover da minha lista
sdk7.programInfo.showInfo,,Informação
sdk7.search.noResults,,Não foram encontrados resultados.
sdk7.search.searchResults,,Resultados da pesquisa
sdk7.serieInfo.episodePrefix,,Episódio %1
sdk7.serieInfo.episodeShortPrefix,,E%1
sdk7.serieInfo.seasonShortPrefix,,T%1
sdk7.settings,,Definições
sdk7.settings.changePin.confirm,,Confirmar
sdk7.settings.changePin.confirmNewPin,,Confirme o novo PIN
sdk7.settings.changePin.enterNewPin,,Insira o novo PIN
sdk7.settings.changePin.hideNewPin,,Ocultar novo PIN
sdk7.settings.changePin.masterPin,,PIN de Controlo Parental
sdk7.settings.changePin.pinChanged.failed,,A alteração do PIN falhou
sdk7.settings.changePin.pinChanged.successfully,,O PIN foi alterado com sucesso
sdk7.settings.changePin.pinChanged.tryAgain,,Prima OK para tentar de novo
sdk7.settings.changePin.secondaryString,,O PIN não pode ter todos os algarismos idênticos. Por favor tente de novo utilizando um número diferente.
sdk7.settings.changePin.showNewPin,,Mostrar novo PIN
sdk7.settings.changePin.title,,Alterar PIN
sdk7.settings.hiddenChannels,,Canais ocultados
sdk7.settings.parentalControls.adultContent,,Conteúdo para adultos
sdk7.settings.parentalControls.ageRating.pinModal.event,,Nível Parental
sdk7.settings.parentalControls.ageRating.screen.description,,Permitir a visualização de conteúdos com a classificação etária selecionada sem introdução do PIN parental. Conteúdos acima desse nível etário podem ser visualizados após inserção do PIN parental.
sdk7.settings.parentalControls.ageRating.screen.secondary.description,,O PIN por omissão é 0000. Caso ainda não o tenha feito, sugerimos que defina um novo valor para o PIN.
sdk7.settings.parentalPurchases.locked,,Bloqueio de compras está ativo. Prima OK para desativar.
sdk7.settings.parentalPurchases.locked.desc,,É necessária a introdução do PIN parental para efetuar alugueres no Videoclube e subscrições de pacotes de canais o pacotes Videoclube.
sdk7.settings.parentalPurchases.purchasePinState,,Bloqueio de alugueres e compras
sdk7.settings.parentalPurchases.unlocked,,Bloqueio de compras está inativo. Prima OK para o ativar.
sdk7.settings.parentalPurchases.unlocked.desc,,Quando este bloqueio está ativo o PIN parental é solicitado para efetuar alugueres ou subscrições de conteúdos.
sdk7.settings.pinProtection.desc,,Quando o controlo parental está ativo o PIN parental é solicitado para aceder a conteúdos e ações para os quais os bloqueios parentais estão ativos.
sdk7.settings.pinProtection.isActivated,,Os bloqueios de controlo parental estão ativos. Prima OK para os desativar.
sdk7.settings.pinProtection.isDeactivated,,Os bloqueios de controlo parental estão inativos. Prima OK para os ativar.
sdk7.settings.pinProtection.pinConfirmationModal.message.activatePin,,Confirma que pretende ativar o controlo parental?
sdk7.settings.pinProtection.pinConfirmationModal.message.deactivatePin,,Confirma que pretende desativar o controlo parental?
sdk7.settings.pinProtection.pinConfirmationModal.title.activatePin,,Ativar PIN Parental
sdk7.settings.pinProtection.pinConfirmationModal.title.deactivatePin,,Desativar PIN Parental
sdk7.settings.pinProtection.pinProtection,,Controlo parental
sdk7.settings.premiumChannels.hidden,,Os canais não subscritos estão atualmente ocultados. Prima OK para os torar visíveis.
sdk7.settings.premiumChannels.intro,,Pode definir aqui a sua preferência para a presença dos canais não subscritos na grelha de canais.
sdk7.settings.premiumChannels.visible,,Os canais não subscritos estão atualmente visíveis. Prima OK para os ocultar.
sdk7.settings.privacy.and.terms,,Termos e condições
sdk7.settings.privacy.consent.disagree.text,,Ao não aceitar não vai ter acesso a recomendações personalizadas e outras funcionalidades avançadas que lhe proporcionam uma experiência de TV avançada.
sdk7.settings.privacy.consent.disagree.title,,Confirma a sua escolha?
sdk7.settings.vodafoneTV,,Vodafone TV
sdk7.smartTV.firstInstall.login.error.title,,Problemas no acesso à sua conta?
sdk7.watch.timestamp.live,,Em direto
search.recentSearches,,Pesquisas recentes
search.recommendations,,Recomendações
searchRecommendations1,,Todos
searchRecommendations2,,No ar agora
searchRecommendations3,,Acabou de passar
serieInfo.episodeShort,,E
serieInfo.seasonPrefix,,Temporada %1
serieInfo.seasonShort,,T
settings.accessibility.audioLanguage.description,,Selecione o idioma e prima OK para confirmar
settings.accessibility.audioLanguage.description.selected,,O idioma de áudio atual é %1.
settings.accessibility.help,,Ajuda
settings.accessibility.help.description,,Para mais informações por favor visite <br/>www.vodafone.pt<br/><br/>
settings.alexa,,Alexa
settings.alexa.deviceName,,Nome do dispositivo:
settings.alexa.status.finished,,Terminado
settings.ast.astDisableVisualScrubber,,Visual Scrubber
settings.ast.astOverrideShakaSettings,,Shaka Settings
settings.ast.astSettings,,Advanced Shaka Troubleshooting
settings.ast.astShowBackgroundProcess,,Background process
settings.ast.overrideShakaSettings.items.bufferingGoal,,Buffering goal
settings.ast.overrideShakaSettings.items.defaultBandwidthEstimate,,Default bandwidth estimate
settings.ast.overrideShakaSettings.items.defaultPresentationDelay,,Default presentation delay
settings.ast.overrideShakaSettings.items.rebufferingGoal,,Rebuffering goal
settings.ast.overrideShakaSettings.resetButton,,Repor
settings.ast.overrideShakaSettings.title,,Shaka Settings
settings.audioAndVisual.audioOutput.auto,,Automático
settings.audioAndVisual.audioOutput.resetVolume,,Reiniciar o nível do volume
settings.audioAndVisual.audioOutput.resetVolumeInfo,,Define o volume de som da TV Box para o nível máximo.<br/> Selecione esta opção caso sinta que o volume está demasiado baixo.
settings.audioAndVisual.audioSettings,,Áudio
settings.audioAndVisual.audioSettings.hdmi,,TV - Saída HDMI
settings.audioAndVisual.audioSettings.localSpeaker,,Colunas da TV box
settings.audioAndVisual.soundMode,,Modo de Áudio
settings.audioAndVisual.soundMode.automatic,,Automático
settings.audioAndVisual.soundMode.game,,Jogos
settings.audioAndVisual.soundMode.movie,,Cinema
settings.audioAndVisual.soundMode.music,,Música
settings.audioAndVisual.soundMode.music.fidelity,,Alta fidelidade
settings.audioAndVisual.soundMode.music.loud,,Som alto
settings.audioAndVisual.soundMode.music.surround,,Som envolvente
settings.audioAndVisual.soundMode.night,,Noite
settings.audioAndVisual.soundMode.off,,Desligado
settings.audioAndVisual.soundMode.sport,,Desporto
settings.audioAndVisual.soundMode.voice,,Voz
settings.audioAndVisual.widescreen,,Opções 4:3
settings.audioAndVisual.widescreen.fullmode,,Expandido
settings.audioAndVisual.widescreen.original,,Original
settings.audioAndVisual.widescreen.zoom,,Zoom
settings.audioProfile.description,,A opção selecionada para o perfil de áudio afeta o som do dispositivo apenas quando os altifalantes estão em utilização.
settings.autoDelete,,Iremos apagar programas automaticamente na próxima gravação. Aumente a sua capacidade de armazenamento para evitar perder conteúdos
settings.automaticRecordings.description,,A Vodafone TV permite a visualização de programas que passaram nos últimos 7 dias. Pode aceder a estes programas através do Guia TV ou através das setas para cima e para baixo no seu comando. Selecione os canais de TV onde pretende ter esta funcionalidade ativa.
settings.automaticRecordings.title,,Gravações Automáticas
settings.bluetooth,,Bluetooth
settings.bluetooth.addDevice,,Adiciona dispositivo
settings.bluetooth.autoConnect,,Ligar automaticamente
settings.bluetooth.connect,,Ligar um dispositivo
settings.bluetooth.connected,,Ligado
settings.bluetooth.connected.description,,Selecione um dispositivo e pressione OK para se ligar ou desligar desse dispositivo.
settings.bluetooth.connecting,,A ligar...
settings.bluetooth.description,,A lista de dispositivos Bluetooth está vazia. <br> Adicione os dispositivos Bluetooth  a que se pretende ligar.
settings.bluetooth.devices,,Lista de dispositivos
settings.bluetooth.disconnecting,,A desligar...
settings.bluetooth.otherDevices,,Outros dispositivos
settings.bluetooth.pairing,,Ativação de Bluetooth
settings.bluetooth.pairingPopup.description,,Selecione para confirmar o dispositivo e adicioná-lo à sua lista.
settings.bluetooth.pairingPopup.title,,A adicionar...
settings.bluetooth.pairingScreen.description,,Selecione um dispositivo. Pressione OK para o adicionar à sua lista.
settings.bluetooth.refreshButton.text,,Atualizar
settings.bluetooth.removeDevice,,Remover dispositivo
settings.bluetooth.removeScreen.description,,Selecione os dispositivos que pretende remover. <br/> Confirme a sua seleção para os remover.
settings.bluetooth.screen.description,,Pode ligar o seu dispositivo, utilizado Bluetooth, para ouvir música.
settings.bluetooth.screen.title,,Ligação Bluetooth
settings.bluetooth.searching,,Pesquisar outros dispositivos
settings.boxSpace,,Gravações
settings.cec.buttons.paired,,Emparelhado
settings.cec.buttons.unpaired,,Emparelhar agora
settings.cec.paired.description,,O seu comando da Vodafone TV está emparelhado para controlar a alimentação, o volume, o botão de silêncio e a entrada da sua TV.<br>Se não desejar controlar a sua TV com o comando Vodafone TV desemparelhe o seu comando aqui
settings.cec.paired.subtitle,,Desemparelhar comandos TV
settings.cec.title,,Controlos TV
settings.cec.unpaired.description,,Emparelhe o seu comando Vodafone TV para controlar a alimentação, o volume e a entrada da sua TV. 
settings.cec.unpaired.subtitle,,Emparelhar controlos TV
settings.channelReordering.apply,,Aplicar
settings.channelReordering.confirm,,Confirmar
settings.channelReordering.multiSelection,,Seleção múltipla
settings.channelReordering.notification.channelAllSubHidden.description,,Tem de colcoar pelo menos um dos canais visível.
settings.channelReordering.notification.channelAllSubHidden.title,,Não é possível ocultar os canais
settings.channelReordering.notification.channelHidden.description,,Para apresentar este canal altere as opções de visibilidade nas configurações da TV Box.
settings.channelReordering.notification.channelHidden.title,,%1 (%2) ocultado
settings.channelReordering.notification.channelHidden.titleForAll,,Todos os canais ocultados. Se precisar de ajuda aceda a Menu>Apps>Ajuda TOBi e selecione a opção Mensagens de Erro.
settings.channelReordering.notification.channelUnsubHidden.description,,As preferências para mostrar canais não subscritos foram atualizadas
settings.channelReordering.notification.channelUnsubHidden.title,,Prima para alterar preferência de presença canais não subcritos
settings.channelReordering.notification.notSortable.description,,A sua seleção foi colocada na posição %1
settings.channelReordering.notification.notSortable.title,,A posição %1 está reservada
settings.channelReordering.reset,,Repor ordenação por omissão
settings.channelReordering.reset.popup.description,,Confirma que pretende eliminar o seu alinhamento de canais personalizado e aplicar o alinhamento de canais por omissão?
settings.channelReordering.reset.popup.title,,Repor alinhamento de canais
settings.channelSorting.allChannels.selected,,Todos os canais (%1 selecionados)
settings.channelSorting.allChannels.unselected,,Todos os canais
settings.channelSorting.description,,Pode alterar aqui a ordem dos canais no alinhamento de canais TV. Percorra os canais ou introduza o número do canal que pretende encontrar. Prima OK para seleccionar o canal. 
settings.channelSorting.description.batchSelection,,Mova o canal para a posição pretendida ou insira o número da posição pretendida utilizando o teclado numérico do telecomando.<br><br>Prima OK para terminar.
settings.channelSorting.description.editMode,,Mova o canal até à posição desejada, ou insira o número que pretende para o canal.<br><br> Prima OK para guardar.
settings.channelSorting.description.multiSelectionMode,,Pressione OK para selecionar um canal. Depois pode mover o canal até à posição pretendida ou utilizar o teclado numérico do telecomando para inserir essa posição.
settings.channelSorting.subtitle.customisation,,Personalização
settings.channelSorting.title,,Ordenar Canais
settings.channelVisibility.allChannels.visible,,Todos os canais
settings.channelVisibility.confirm,,Confirmar
settings.channelVisibility.description,,Pode ocultar canais TV que não pretende ter visíveis no alinhamento de canais TV. Percorra os canais ou introduza o número do canal que pretende ocultar. 
settings.channelVisibility.hideAllChannels,,Tem de estar visivel pelo menos um canal de TV.
settings.channelVisibility.hideUnsubscribedChannels,,Não mostrar canais não subscritos
settings.channelVisibility.showUnsubscribedChannels,,Mostrar canais não subscritos
settings.channelVisibility.subtitle,,Ocultar Canais
settings.channelVisibility.subtitle.customisation,,Personalização
settings.channelVisibility.title,,Ocultar Canais
settings.cloudRecordings,,Gravações na Cloud
settings.cloudsRecordings,,Gravações
settings.connectedDevices,,Emparelhamentos
settings.connectedDevices.mobilePairing,,Apps Móveis
settings.connectedDevices.remote,,Controlo Remoto
settings.connectedDevices.tvInput,,Ligação à Televisão
settings.connectedDevices.voiceAssistants,,Assistente de Voz
settings.contentSettings,,Opções de Conteúdo
settings.developerMode,,Modo de desenvolvimento
settings.fallbackDeepLink,,Ir para o Link Dinâmico
settings.frequentlyAskedQuestions,,Perguntas frequentes
settings.frequentlyAskedQuestions.faqBrowser,,Obter respostas
settings.informations.abrProfile,,Perfil de Vídeo
settings.informations.button.pvr,,Gravador local
settings.informations.buttons.nagra,,Nagra
settings.informations.buttons.nagraStv,,Nagra
settings.informations.buttons.pvr,,Gravação
settings.informations.casingSerialNumber,,Número de série
settings.informations.casingSerialNumber.unavailable,,Indisponível
settings.informations.channelNameDVBC,,Nome do canal de cabo.
settings.informations.channelNameDVBIP,,Nome do canal
settings.informations.channelNameFTTH,,Nome do canal
settings.informations.diskConnectState,,Estado de ligação do disco
settings.informations.diskConnectState.connected,,Ligado
settings.informations.diskConnectState.disconnected,,Desligado
settings.informations.diskStatus,,Estado do disco
settings.informations.diskStatus.notReady,,Não está pronto
settings.informations.diskStatus.ready,,Pronto
settings.informations.freq,,Frequência
settings.informations.hdcpVersion,,Versão HDCP
settings.informations.imei,,IMEI
settings.informations.kdsn,,KDSN
settings.informations.lcn,,LCN
settings.informations.netflixEsn,,Netflix ESN
settings.informations.nid,,Network ID
settings.informations.onid,,Original Network ID
settings.informations.otaUpdateProgress,,Estado da atualização
settings.informations.ott,,OTT
settings.informations.packetLoss,,Perda de pacotes
settings.informations.sdkVersion,,Versão SDK
settings.informations.sid,,Service ID
settings.informations.signalQuality,,Qualidade
settings.informations.smartTvVersion,,Versão da Smart TV
settings.informations.snr,,SNR
settings.informations.tsid,,Transport Stream ID
settings.informations.updateStatus.failed,,%1: Atualização falhou.
settings.informations.updateStatus.success,,Sucesso
settings.informations.uri,,URI
settings.informations.wireless.quality,,Qualidade da rede sem fios
settings.language.audioLanguage,,Idioma do áudio
settings.language.systemLanguage,,Idioma do sistema
settings.language.systemLanguage.info,,Quando a opção Automático está selecionada, a TV box utiliza as definições de idioma do televisor.
settings.languageAndAccessibility,,Idioma e Acessibilidade
settings.languageAndAccessibility.audioLanguage,,Áudio
settings.languageAndAccessibility.subtitlesPreference,,Legendas
settings.localRecordings,,Gravações Locais
settings.localRecordings.error,,Ocorreu um problema ao aceder às gravações
settings.localRecordings.reformatDisk.notification.helpMessage,,Todas as gravações locais vão ser apagadas.  <br/>  Esta ação não pode ser revertida.
settings.localRecordings.reformatDisk.notification.offlineSubtitle,,Não existe ligação à rede.
settings.localRecordings.reformatDisk.notification.offlineTitle,,Esta operação não pode ser efetuada neste momento.
settings.localRecordings.reformatDisk.notification.title,,Por favor insira o PIN
settings.logger,,Logger
settings.logger.loggerIp,,Endereço do Logger
settings.logger.loggerModule,,Módulo Logger
settings.logger.loggerType,,Tipo de Logger
settings.loggerIp.description,,Os logs serão enviados para o porto 8080 do IP seguinte de acordo com as regras seguintes.
settings.loggerIp.subtitle,,Insira o endereço IP
settings.loggerIp.title,,IP Logger
settings.loggerModule.description,,Ativar um, módulo vai permitir ter mais delahe sobre esse módulo. <br/> Esta ação vai ter o efeito secundário de tornar a navegação mais lenta.
settings.loggerModule.subtitle,,Ative o Log que necessita
settings.loggerModule.title,,Ativação do módulo de Log
settings.loggerType.description,,There are three options: - Browser: Redirect it in the browser debugger<br/> - Sagemcom MW: Send all logs to the MW (only works on STB), <br/> - Websocket: Redirect your log through WebSocket to an IP that you can configure. <br/>Please note that this can have side effect like slowing down the navigation
settings.loggerType.subtitle,,Selecione onde pretende recolher o Log
settings.loggerType.title,,Ativação de Log
settings.network.channelScan.pleaseWait,,A pesquisar canais de TV. Por favor aguarde...
settings.parentalControls.managePin,,Gerir código PIN
settings.parentalControls.options,,Nível etário
settings.parentalControls.purchasePin,,Compras
settings.powerSaving.autoStandbyTime.2h,,2 Horas
settings.powerSaving.autoStandbyTime.4h,,4 Horas
settings.powerSaving.autoStandbyTime.8h,,8 Horas
settings.powerSaving.quickBoot.description,,Se pretende ouvir música com a TV box em Stand By desligue esta opção.<br><br> Caso contrário só poderá ouvir música por um curto período de tempo após colocar a box em Stand By.
settings.powerSaving.remoteBooking.description,,Se pretende que o dispositivo consuma menos energia em modo Stand By ative o modo de Poupança de energia nas definições. O tempo arranque da TV Box da TV box será superior.
settings.powerSaving.smartStandby.active,,Ativa
settings.powerSaving.smartStandby.active.description,,Com a TV Box desligada poderá continuar a tocar música ou utilizar controlo por voz.
settings.powerSaving.smartStandby.energySaving,,Economia de energia
settings.powerSaving.smartStandby.energySaving.description,,Selecione Poupança de Energia se pretende que a TV Box consuma menos energia quando desligada. Com esta configuração o arranque da TV Box poderá ser mais demorado.
settings.powerSaving.smartStandby.smartStandby,,Smart Standby
settings.powerSaving.smartStandby.smartStandby.description,,Com a TV Box desligada poderá continuar a tocar música ou utilizar controlo por voz durante o período do dia que mais necessita de usar estas funcionalidades. No período noturno (1:00 às 6:00) a TV Box entra em modo poupança de energia.
settings.privacy,,Privacidade e Modo Inteligente
settings.privacy.consent,,Ativação do Modo Inteligente
settings.privacy.notice,,Suplemento de Privacidade
settings.privacyDisclaimer,,Modo Inteligente
settings.privacyDisclaimer.privacy,,Modo Inteligente
settings.privacyDisclaimerPageTitle,,Modo Inteligente
settings.purchase.errorTurnOn,,Deve ativar o PIN de Controlo Parental antes de ativar o PIN de Compras
settings.purchase.turnOff,,Desativar código PIN
settings.purchase.turnOn,,Ativar PIN de compras
settings.purchase.turnedOff,,Desativar PIN de compras
settings.purchase.turnedOn,,O PIN está ativo
settings.purchasePin,,PIN de compras
settings.recommendations,,Recomendações
settings.recommendations.off,,Desligar
settings.recommendations.on,,Ligar
settings.recording.padding.fifteen,,+15 min
settings.recording.padding.five,,+5 min
settings.recording.padding.ten,,+10 min
settings.recording.setPaddings.noPadding,,Sem padding
settings.recordings.automaticRecordings,,Gravações Automáticas
settings.recordings.boxSpaceLow,,Está quase a atingir o limite de armazenamento
settings.recordings.buyMoreStorage,,Comprar Mais Armazenamento
settings.recordings.buyStorage,,Comprar Armazenamento
settings.recordings.ejectDisk,,Desligar disco
settings.recordings.filterContent,,Filtros de Conteúdo
settings.recordings.manage,,Gerir gravações
settings.recordings.padding.none,,Sem margem de gravação definida
settings.recordings.recommendationsOptOut,,Desativar gravações automáticas
settings.recordings.reformatDisk,,Formatar o disco
settings.recordings.remoteBooking,,Agendamento remoto
settings.recordings.setPadding,,Definir margem de gravação
settings.recordings.setPadding.description,,Adicionar margem de gravação ao início e ao fim do conteúdo
settings.recordings.setPadding.title,,Definir margem de gravação
settings.recordings.subscribedChannels,,Lista de canais
settings.remote.buttons.back,,Voltar
settings.remote.buttons.green,,Verde
settings.remote.buttons.info,,Mais informação
settings.remote.buttons.paired,,Emparelhado
settings.remote.buttons.tv,,Comando
settings.remote.buttons.unpaired,,Não emparelhado
settings.remote.buttons.voice,,Controlo por Voz
settings.remote.connectionType.BLE,,Bluetooth Low Energy
settings.remote.info.IRCodesTableDBVersion,,?
settings.remote.info.batteryLevelGood,,Carregada
settings.remote.info.batteryLevelLow,,Descarregada
settings.remote.info.batteryStatus.button,,Estado das baterias
settings.remote.info.batteryStatus.subtitle,,Estado da bateria
settings.remote.info.bleConnection.button,,Ligação Bluetooth
settings.remote.info.bluetooth,,O comando está a utilizar o Bluetooth para controlar a TV box desde %1, e está habilitado para utilizar o controlo por voz.<br><br>Pressione o botão amarelo e a tecla 3 para desemparelhar o comando.
settings.remote.info.buttons.firmware.button,,Firmware
settings.remote.info.connectivityStatus.button,,Estado de ligação
settings.remote.info.connectivityStatus.subtitle,,Estado de ligação
settings.remote.info.done.button,,Concluído
settings.remote.info.firmware.button,,Firmware
settings.remote.info.firmware.subtitle,,Firmware
settings.remote.info.hardwareVersion,,Versão de hardware
settings.remote.info.infrared,,O comando está a utilizar infravermelhos para controlar a box. 
settings.remote.info.lastDownloadDateFirmware,,Data do último download de firmware
settings.remote.info.macAddress,,RCU MAC Address:
settings.remote.info.manufacturingDate,,Data de manufatura
settings.remote.info.productNumber,,Número do produto
settings.remote.info.radioFrequency,,O comando está a utilizar ondas Radio para controlar a box desde %1. <br><br>Pressione o botão amarelo e a tecla 3 para desemparelhar o comando.
settings.remote.info.remoteSerialNumber,,Número de série do comando
settings.remote.info.remoteVersion.button,,Versão do comando
settings.remote.info.remoteVersion.subtitle,,Versão do comando
settings.remote.info.serialNumber.button,,Número de série
settings.remote.info.serialNumber.subtitle,,Número de série
settings.remote.info.softwareVersion,,Versão de software
settings.remote.info.title,,Informação sobre o Comando
settings.remote.info.version,,Versão
settings.remote.paired.descriptionBle,,Este modelo de comando funciona sem linha de vista. Não necessita de ser apontado para a TV Box. Com este modelo pode também utilizar o controlo por voz (desde que o telecomando esteja emparelhado).
settings.remote.paired.descriptionIrRf,,O seu comando está agora emparelhado através de frequências rádio. Já não é necessário apontar o comando diretamente para a TV Box.
settings.remote.paired.subtitle,,Comando emparelhado
settings.remote.remoteStatus,,Estado do comando
settings.remote.retry.descriptionBle,,O emparelhamento falhou. Por favor pressione novamente a tecla 3 e o botão amarelo em simultâneo durante 5 segundos.
settings.remote.retry.descriptionIrRf,,O emparelhamento falhou. Por favor pressione novamente a tecla 3 e o botão amarelo em simultâneo durante 5 segundos.
settings.remote.retry.subtitle,,Emparelhar o comando
settings.remote.title,,Estado do comando
settings.remote.tvControls,,Controlos TV
settings.remote.unpaired.descriptionBle,,Emparelhe o comando Bluetooth para ativar o controlo por voz. Com este comando pode controlar a TV Box e a televisão sem ser necessário apontar o comando.<br><br>Para emparelhar pressione a tecla 3 e o botão amarelo durante 5 segundos.
settings.remote.unpaired.descriptionIrRf,,Emparelhe o comando Bluetooth para ativar o controlo por voz. Com este comando pode controlar a TV Box e a televisão sem ser necessário apontar o comando.<br><br>Para emparelhar pressione a tecla 3 e o botão amarelo durante 5 segundos.
settings.remote.unpaired.subtitle,,Emparelhar o comando
settings.remoteBooking.button.standbyOptions,,Opções de Stand By
settings.remoteBooking.screen.text,,Para agendar gravações remotamente, por exemplo, a partir do telemóvel, o modo de poupaça de energia deverá estar desligado nas definições.
settings.remoteBooking.screen.title,,Agendamento Remoto
settings.remoteControl,,Configuração do comando
settings.selfDiagnostics.button.internetConnection,,Ligação à Internet
settings.selfDiagnostics.button.localStorage,,Armazenamento
settings.selfDiagnostics.button.networkConnection,,Ligação de rede
settings.selfDiagnostics.button.remote,,Comando
settings.selfDiagnostics.button.softwareUpdates,,Atualização de software
settings.selfDiagnostics.button.tvChannels,,Canais de TV
settings.selfDiagnostics.issuesTable.message.sdi01.01,,O seu equipamento não está ligado à Internet. Por favor verifique o cabo de rede ou as configurações da sua ligação.  
settings.selfDiagnostics.issuesTable.message.sdi01.02,,Não foi possível obter um endereço IP. Por favor verifique as configurações de rede. 
settings.selfDiagnostics.issuesTable.message.sdi01.03,,A potência do sinal Wi-Fi é fraca. Recomendamos a utilização da ligação através de cabo de rede. 
settings.selfDiagnostics.issuesTable.message.sdi02.01,,Não foi possível estabelecer ligação à rede. Caso esta situação esteja a ocorrer também com outros dispositivos ligados na sua rede local verifique o estado de funcionamento do Router.<br/> Reinicie o Router e a TV Box. Caso o problema persista, contacte o Suporte Técnico da Vodafone através do número 16913, ou em alternativa +351911691300.
settings.selfDiagnostics.issuesTable.message.sdi02.02,,Não foi possível estabelecer ligação ao servidor. Por favor contacte o Suporte Técnico da Vodafone através do número 16913, ou em alternativa +351911691300.
settings.selfDiagnostics.issuesTable.message.sdi03.01,,Por favor verifique a ligação dos seus cabos. 
settings.selfDiagnostics.issuesTable.message.sdi03.02,,Foi detetada baixa qualidade de imagem devido a potência reduzida na receção do sinal TDT. Por favor verifique a ligação dos seus cabos. 
settings.selfDiagnostics.issuesTable.message.sdi03.03,,A sua Vodafone TV detetou que poderá estar a encontrar video com pouca qualidade devido à ligação de internet ou problemas de conetividade. Se verificou este problema poderá estar a utilizar em demasia a sua ligação (através do download de grandes ficheiros ou a ver vários videos em simultâneo) e isso poderá estar a prejudicar a sua experiência TV.<br/>Se este for o caso, por favor tente diminuir a sua utilização de internet enquanto vê televisão ou considere a possibilidade de aumentar o seu tarifário de internet. 
settings.selfDiagnostics.issuesTable.message.sdi04.01,,As pilhas do seu comando Vodafone TV estão práticamente vazias. Por favor troque-as assim que possivel. 
settings.selfDiagnostics.issuesTable.message.sdi04.02,,Pode utilizar o comando sem necessitar de o apontar para TV Box. Pode inclusivamente guardar a TV Box dentro de um armário.<br />Para beneficiar disto, emparelhe o comando acedendo a Configurações > Emparelhamentos > Controlo Remoto
settings.selfDiagnostics.issuesTable.message.sdi05.01,,Existem atualização disponíveis para o seu equipamento. Por favor atualize-o para aceder às últimas funcionalidades. 
settings.selfDiagnostics.issuesTable.message.sdi06.01,,Existe um problema que impede o acesso à funcionalidade de Pausa TV. <br/>Por favor reinicie a TV Box. Se o problema persistir contacte o suporte Técnico da Vodafone através do número 16913, ou em alternativa +351911691300.
settings.selfDiagnostics.issuesTable.title.sdi01.01,,Sem ligação à rede
settings.selfDiagnostics.issuesTable.title.sdi01.02,,Sem endereço IP
settings.selfDiagnostics.issuesTable.title.sdi01.03,,Sinal Wi-Fi fraco
settings.selfDiagnostics.issuesTable.title.sdi02.01,,Não foi possível estabelecer ligação à rede.
settings.selfDiagnostics.issuesTable.title.sdi02.02,,Não foi possível estabelecer ligação à rede.
settings.selfDiagnostics.issuesTable.title.sdi03.01,,Cabo de rede desligado.
settings.selfDiagnostics.issuesTable.title.sdi03.02,,Sinal de antena TDT fraco.
settings.selfDiagnostics.issuesTable.title.sdi03.03,,Qualidade de imagem fraca na transmissão via rede IP.
settings.selfDiagnostics.issuesTable.title.sdi04.01,,Pilhas do comando com pouca capacidade
settings.selfDiagnostics.issuesTable.title.sdi04.02,,Emparelhar o seu comando
settings.selfDiagnostics.issuesTable.title.sdi05.01,,Atualizações Disponíveis
settings.selfDiagnostics.issuesTable.title.sdi06.01,,Falha no acesso ao armazenamento
settings.selfDiagnostics.noErrors,,Nenhum problema detetado.
settings.serviceSettings,,Definições do Serviço
settings.showBackgroundProcess.hide,,Ocultar
settings.showBackgroundProcess.show,,Mostrar
settings.soundAndVideo,,Áudio e Vídeo
settings.subscriptionFiltering.allAppsHidden,,Todas as aplicações escondidas
settings.subscriptionFiltering.appsHidden,,%1 Aplicações escondidas
settings.subscriptionFiltering.description,,Selecione as aplicações que pretende ter visíveis.
settings.subscriptionFiltering.title,,settings.subscriptionFiltering.title
settings.systemConfigurations.bluetooth.deviceList.title,,Dispositivos encontrados
settings.systemConfigurations.bluetooth.devicePairedList.title,,Dispositivos emparelhados
settings.systemConfigurations.developerMode,,Modo de desenvolvimento
settings.systemConfigurations.epgStbCacheStatus,,Estado da cache EPG na box
settings.systemConfigurations.epgUiCacheStatus,,Estado da cache EPG na UI
settings.systemConfigurations.lastActiveStandby,,Último Stand By em modo ativo
settings.systemConfigurations.lastBoots,,Últimos inícios
settings.systemConfigurations.lastFullMaintenance,,Última manutenção de sistema
settings.systemConfigurations.lastLoginDate,,Data da última sessão
settings.systemConfigurations.lastMaintenance,,Última manutenção
settings.systemConfigurations.lastMaintenanceReboot,,Último reinício da manutenção
settings.systemConfigurations.lastTechnicalDiagUpdate,,Última atualização de diagnóstico técnico
settings.systemConfigurations.maintenanceTimeoutEvents,,Maintenance timeout MW events
settings.systemConfigurations.mobilePairing,,Emparelhamento com o telemóvel
settings.systemConfigurations.mobilePairing.concurrentPairingDenied,,Não é possível emparelhar mais do que um equipamento em simultâneo.
settings.systemConfigurations.mobilePairing.description,,Associar equipamento a esta TV box.
settings.systemConfigurations.mobilePairing.deviceList.title,,Equipamentos disponíveis
settings.systemConfigurations.mobilePairing.failed,,Falhou
settings.systemConfigurations.mobilePairing.failure,,Ocorreu um erro durante o emparelhamento automático do seu telemóvel.
settings.systemConfigurations.mobilePairing.paired,,Emparelhado
settings.systemConfigurations.mobilePairing.pairingError,,Erro no emparelhamento
settings.systemConfigurations.mobilePairing.pairingFailed,,Não foi possível emparelhar o seu equipamento
settings.systemConfigurations.mobilePairing.pairingInProgress,,Emparelhamento em curso
